TargetGene	chr	start	end	averageCorr	averageCorrWeighted	Nchunks	Ncelltypes
ST6GALNAC4	chr9	127916776	127917276	0.18836222537918	0.183961588118689	798	131
ST6GALNAC5	chr1	76867157	76867657	0.0184645907853817	0.0172751994915009	651	39
ST6GALNAC6	chr9	127899398	127899898	0.134501127206732	0.129647933240203	710	128
ST7	chr7	116953076	116953576	0.891264117637195	0.892920129957639	949	131
ST7-AS1	chr7	116954084	116954584	0.907051290984848	0.9092425583191	944	131
ST7-AS2	chr7	117145342	117145842	0.00244484379977169	0.00223897323705975	569	29
ST7-OT3	chr7	117182430	117182930	-8.99554704217058e-05	-0.000103573203143643	214	5
ST7-OT4	chr7	116953648	116954148	0.889848714371636	0.89173588433532	958	131
ST7L	chr1	112619168	112619668	0.701758985332542	0.689644559377928	420	131
ST8SIA1	chr12	22334464	22334964	0.114959155074618	0.101533106413554	636	74
ST8SIA2	chr15	92393659	92394159	0.0104507350663153	0.00747721448521751	745	29
ST8SIA3	chr18	57352239	57352739	0.000292595389284903	0.000243838942288059	253	5
ST8SIA4	chr5	100903035	100903535	0.330638366067943	0.326846269051511	553	115
ST8SIA5	chr18	46756919	46757419	0.017673790249853	0.017864834731251	450	42
ST8SIA6	chr10	17454137	17454637	0.0521348757993345	0.0547662459147368	732	80
ST8SIA6-AS1	chr10	17386685	17387185	0.0013843876401385	0.0011630360404725	268	14
STAB1	chr3	52495089	52495589	0.0583208582071294	0.055682685894203	447	76
STAB2	chr12	103587040	103587540	-0.00030695687339017	-0.000376625879495092	195	10
STAC	chr3	36380236	36380736	0.02784055270657	0.0284504144518759	519	79
STAC2	chr17	39225537	39226037	0.0058737157338357	0.00452526786909043	402	35
STAC3	chr12	57250943	57251443	0.00171747047586138	0.00118225831284247	209	13
STAG1	chr3	136752153	136752653	0.637134066029146	0.621309394338799	334	131
STAG2	chrX	123961455	123961955	0.687495217372306	0.683208511781654	420	129
STAG3	chr7	100177492	100177992	0.0249861819561783	0.022740374390192	611	102
STAG3L2	chr7	74890362	74890862	0.490526182200384	0.485997620661552	684	109
STAG3L3	chr7	73005693	73006193	NA	NA	NA	NA
STAG3L4	chr7	67302387	67302887	0.79709412870609	0.797078459300295	508	131
STAG3L5P	chr7	100335828	100336328	NA	NA	NA	NA
STAG3L5P-PVRIG2P-PILRB	chr7	100335814	100336314	NA	NA	NA	NA
STAM	chr10	17643874	17644374	0.791314740427184	0.792050237177795	569	131
STAM-AS1	chr10	17643668	17644168	0.76180713179854	0.757697494105766	567	131
STAM2	chr2	152175742	152176242	0.687864858902763	0.680793045275656	828	131
STAMBP	chr2	73828736	73829236	0.517996895244469	0.491857167328786	533	131
STAMBPL1	chr10	88879936	88880436	0.225775504421184	0.224309490064967	977	130
STAP1	chr4	67558446	67558946	0.120376936092292	0.125641091148039	321	58
STAP2	chr19	4338600	4339100	0.248722661776016	0.197720281651112	292	93
STAR	chr8	38150832	38151332	0.0302534687747906	0.0290688390617916	795	69
STARD10	chr11	72793455	72793955	0.390205929965834	0.381221480457727	781	131
STARD13	chr13	33205800	33206300	0.0818669606666248	0.069867137147771	998	69
STARD13-AS	chr13	33277303	33277803	0.0359817581784809	0.0272356552824797	565	38
STARD3	chr17	39636829	39637329	0.14274276441703	0.14596524268122	748	126
STARD3NL	chr7	38177955	38178455	0.711342923245046	0.706493816189349	861	131
STARD4	chr5	111512347	111512847	0.796190674429639	0.800965946691756	767	130
STARD4-AS1	chr5	111511975	111512475	0.77427977820979	0.77653820441288	766	130
STARD5	chr15	81323933	81324433	0.51276403881776	0.544928706854544	841	130
STARD6	chr18	54354323	54354823	0.00189435139026556	0.00100710740272044	147	9
STARD7	chr2	96208585	96209085	0.850444230040439	0.859541078563463	652	131
STARD7-AS1	chr2	96208165	96208665	0.826490513306805	0.830991373869865	653	131
STARD8	chrX	68647418	68647918	0.0296153747316339	0.023710214396817	855	51
STARD9	chr15	42575408	42575908	0.717692037232852	0.71444436215004	411	131
STAT1	chr2	191014000	191014500	0.589876381855754	0.583826795365571	887	131
STAT2	chr12	56360003	56360503	0.687498671768956	0.688522529004105	223	129
STAT3	chr17	42388245	42388745	0.645477714571295	0.648692190087995	388	131
STAT4	chr2	191151010	191151510	0.1599845543975	0.155998828010228	1061	119
STAT5A	chr17	42287805	42288305	0.0879194335888028	0.0814331201811241	509	110
STAT5B	chr17	42276156	42276656	0.0624646427647929	0.0537114667026618	546	120
STAT6	chr12	57111163	57111663	0.485024726420786	0.447896674462368	322	130
STATH	chr4	69995680	69996180	0.0048017476678578	0.00446861979805189	218	17
STAU1	chr20	49188120	49188620	0.467658287707874	0.467727865761655	474	131
STAU2	chr8	73746677	73747177	0.650555813238772	0.636257440119074	638	131
STAU2-AS1	chr8	73419823	73420323	0.141552092665875	0.139899728081654	876	76
STBD1	chr4	76305775	76306275	0.372593417102423	0.36883110212852	827	125
STC1	chr8	23854557	23855057	0.0204000974361782	0.0182724554793005	706	68
STC2	chr5	173329253	173329753	0.0803319764243688	0.0741808641283945	835	80
STEAP1	chr7	90154124	90154624	NA	NA	NA	NA
STEAP1B	chr7	22500032	22500532	NA	NA	NA	NA
STEAP2	chr7	90211435	90211935	0.231034640275624	0.209184943033924	676	105
STEAP2-AS1	chr7	90211385	90211885	0.218347524081063	0.198148508821363	687	105
STEAP3	chr2	119223557	119224057	0.117601741508871	0.120153011265577	1353	115
STEAP3-AS1	chr2	119248821	119249321	0.00507741923059425	0.00361215258892248	362	26
STEAP4	chr7	88306663	88307163	0.0940995976549987	0.0906926570697828	655	92
STH	chr17	45998999	45999499	-0.000114266057229458	-0.000162046881032727	167	7
STIL	chr1	47313897	47314397	0.596943148222816	0.593338560166444	384	130
STIM1	chr11	3855452	3855952	0.48425819931571	0.440705862005261	681	131
STIM2	chr4	26860440	26860940	0.615109483603512	0.608834540754873	836	131
STIP1	chr11	64185864	64186364	0.51727794006181	0.471065406026141	248	131
STK10	chr5	172188092	172188592	0.500942398123409	0.499137185973675	989	131
STK11	chr19	1205548	1206048	0.214384642554631	0.202595367049348	685	129
STK11IP	chr2	219597600	219598100	0.662331936818299	0.657385416586754	825	131
STK16	chr2	219245204	219245704	0.204252097263456	0.195673900476182	475	130
STK17A	chr7	43582842	43583342	0.451502187408242	0.441664902198439	811	130
STK17B	chr2	196171362	196171862	0.486496500829065	0.483813097664078	796	131
STK24	chr13	98576901	98577401	0.406001794663324	0.388665627130526	1026	131
STK25	chr2	241508445	241508945	0.578416872636462	0.595853979369121	952	129
STK26	chrX	132022966	132023466	0.477710046092032	0.478121329947533	582	125
STK3	chr8	98825431	98825931	0.805693309911474	0.809579389016679	544	130
STK31	chr7	23709916	23710416	0.000112844873882773	-3.92315085842533e-05	283	13
STK32A	chr5	147234765	147235265	0.012607168926718	0.0107990977229772	703	54
STK32B	chr4	5051266	5051766	0.0602959046290797	0.0555531695883599	701	82
STK32C	chr10	132331625	132332125	0.671583227921338	0.6718452886401	1271	131
STK33	chr11	8593758	8594258	0.0712845555347842	0.0630555264307859	693	76
STK35	chr20	2101631	2102131	0.758144571434683	0.734955164702559	531	131
STK36	chr2	218671775	218672275	0.182307083253361	0.170243967099061	848	131
STK38	chr6	36547266	36547766	0.17636455403021	0.178328148445446	630	130
STK38L	chr12	27243894	27244394	0.557713434992836	0.546875449973878	1009	131
STK39	chr2	168247345	168247845	0.536276224345424	0.4996014989454	1064	130
STK4	chr20	44966223	44966723	0.330880709823678	0.355732480443222	740	129
STK4-AS1	chr20	44966208	44966708	0.323747668932585	0.346927668647783	739	129
STK40	chr1	36385677	36386177	0.590532870940716	0.594055978345361	376	131
STKLD1	chr9	133376162	133376662	0.473988481841731	0.498266490141475	595	129
STMN1	chr1	25906252	25906752	0.258367944934287	0.246772286117045	520	126
STMN2	chr8	79610563	79611063	0.00569287182582304	0.00514422370532831	782	35
STMN3	chr20	63653360	63653860	0.170058005772544	0.144644504026981	708	95
STMN4	chr8	27258189	27258689	0.0117059090796333	0.011971126370268	530	37
STMND1	chr6	17102007	17102507	0.0140413812150144	0.0141763999244163	557	43
STN1	chr10	103918037	103918537	0.692511940931588	0.677372464471565	710	131
STOM	chr9	121370054	121370554	0.435314377637995	0.440588196288946	939	125
STOML1	chr15	73992098	73992598	0.145016986626292	0.133048679771576	748	128
STOML2	chr9	35102945	35103445	0.360342685440361	0.3481548691277	317	131
STOML3	chr13	38990609	38991109	0.000110312501176102	8.40644235171804e-06	421	14
STON1	chr2	48529918	48530418	0.18304961289438	0.158445420725811	1034	101
STON1-GTF2A1L	chr2	48568769	48569269	0.00557532149273753	0.00487771290469501	392	20
STON2	chr14	81426962	81427462	0.0688106239418416	0.0692731176506939	706	70
STOX1	chr10	68827286	68827786	0.013848450269511	0.0109650907768462	737	81
STOX2	chr4	183905105	183905605	0.0733585955401257	0.0690275471780557	1065	89
STPG1	chr1	24413522	24414022	0.0651090388945516	0.0545427079645769	663	115
STPG2	chr4	98142990	98143490	0.632492947116451	0.629200853332749	784	128
STPG2-AS1	chr4	97366675	97367175	-0.00013781088569341	-8.1680802835183e-05	204	7
STPG3	chr9	137251010	137251510	0.0158184761500524	0.0169487013663491	322	22
STPG3-AS1	chr9	137253247	137253747	0.0684090016121763	0.0659144442015574	499	43
STRA6	chr15	74208780	74209280	0.0136316852072289	0.0103630398697364	557	45
STRA8	chr7	135231728	135232228	0.00237814674961031	0.00284214982925079	194	16
STRADA	chr17	63741720	63742220	0.617135969163564	0.601998543152369	354	131
STRADB	chr2	201451418	201451918	0.694505784197927	0.690438126511719	641	131
STRAP	chr12	15882103	15882603	0.715694344956176	0.706271086265042	654	131
STRBP	chr9	123268314	123268814	0.168098017773425	0.163671395330473	835	118
STRC	chr15	43618550	43619050	NA	NA	NA	NA
STRIP1	chr1	110034350	110034850	0.643640831680484	0.638371565350265	710	131
STRIP2	chr7	129434182	129434682	0.210967509513354	0.224347425248526	1259	131
STRN	chr2	36966222	36966722	0.670736121859016	0.663808603492016	818	131
STRN3	chr14	31026151	31026651	0.666325805061819	0.654285957405758	429	131
STRN4	chr19	46746213	46746713	0.106381395604523	0.0926448515154345	537	124
STS	chrX	7147642	7148142	0.743236749678397	0.733158247045946	785	131
STT3A	chr11	125592544	125593044	0.722009080331374	0.721761164041646	507	131
STT3A-AS1	chr11	125592318	125592818	0.690477756477604	0.686806746988723	507	131
STT3B	chr3	31532250	31532750	0.69243997603083	0.67806538528443	455	131
STUB1	chr16	679860	680360	0.0942066623876216	0.087916518279888	395	119
STUM	chr1	226548549	226549049	0.0314773000256998	0.0282447961442658	834	78
STX10	chr19	13150124	13150624	0.441104418039572	0.418548439084036	405	131
STX11	chr6	144150266	144150766	0.293065512899822	0.286046984351342	978	118
STX12	chr1	27772932	27773432	0.382093053566389	0.370695516028762	586	122
STX16	chr20	58651002	58651502	0.570419727932003	0.555275237864803	1116	131
STX16-NPEPL1	chr20	58651002	58651502	0.570419727932003	0.555275237864803	1116	131
STX17	chr9	99906382	99906882	0.615912330471574	0.607336994772043	785	131
STX17-AS1	chr9	99906351	99906851	0.592393300452699	0.581160423622013	779	131
STX18	chr4	4541816	4542316	0.558376736641144	0.563511654513018	765	129
STX18-AS1	chr4	4541880	4542380	0.603770459749135	0.611846487877183	764	129
STX18-IT1	chr4	4481450	4481950	0.00436673196001036	0.00251908197374421	639	40
STX19	chr3	94028360	94028860	0.0146960174259065	0.0119119390632145	218	21
STX1A	chr7	73719437	73719937	0.159645424538828	0.162477575784026	742	115
STX1B	chr16	31010388	31010888	0.00127295538489256	0.000800715997570922	194	21
STX2	chr12	130839024	130839524	0.42408983981475	0.42396973319088	971	127
STX3	chr11	59754808	59755308	0.332344567410711	0.313742172356174	428	131
STX4	chr16	31033240	31033740	0.380130270877417	0.360842443181558	387	126
STX5	chr11	62831841	62832341	0.596665305789161	0.585495068497618	236	131
STX6	chr1	181022871	181023371	0.438989764583666	0.411942014433931	828	131
STX7	chr6	132512948	132513448	0.660410867940868	0.677493568541855	918	131
STX8	chr17	9575708	9576208	0.0756623588474236	0.0657313309377727	666	114
STXBP1	chr9	127611956	127612456	0.172281130939896	0.164927293021191	780	127
STXBP2	chr19	7636850	7637350	0.0415295179543968	0.0376840764200679	467	108
STXBP3	chr1	108746384	108746884	0.684465066019828	0.661495131508628	588	131
STXBP4	chr17	54968514	54969014	0.667485322407363	0.66203761209646	752	131
STXBP5	chr6	147204107	147204607	0.502680994473467	0.473559199011412	639	131
STXBP5-AS1	chr6	147204364	147204864	0.504091189123518	0.477028012091349	641	130
STXBP5L	chr3	120907952	120908452	0.0463909846903864	0.0445509586829851	545	76
STXBP6	chr14	25049639	25050139	0.0225678102903842	0.0191423346914033	440	69
STYK1	chr12	10674042	10674542	0.0485491267228788	0.0476559224043216	461	84
STYX	chr14	52729914	52730414	0.697188809877243	0.694630134456374	482	131
STYXL1	chr7	76047753	76048253	0.621182269075143	0.637733983348267	739	131
SUB1	chr5	32585248	32585748	0.559998605673873	0.558727308203909	858	131
SUCLA2	chr13	48001076	48001576	0.209664801816008	0.213092182015672	638	120
SUCLG1	chr2	84459212	84459712	0.671465333714164	0.67893971612233	984	131
SUCLG2	chr3	67654364	67654864	0.506773015699713	0.533070659803586	902	131
SUCLG2-AS1	chr3	67654446	67654946	0.538803948787981	0.567869283387841	902	131
SUCNR1	chr3	151873392	151873892	0.0106500838951966	0.0102327111037943	384	24
SUCO	chr1	172532867	172533367	0.75582984134785	0.745291564374055	473	131
SUDS3	chr12	118376302	118376802	0.301518921081345	0.307785210544701	701	131
SUFU	chr10	102503711	102504211	0.631645832762945	0.624496237943485	517	131
SUGCT	chr7	40134725	40135225	0.799390687375212	0.808728589335076	426	131
SUGP1	chr19	19320262	19320762	0.775139532611915	0.79598637539551	431	131
SUGP2	chr19	19033321	19033821	0.46579346091977	0.484732935861619	402	130
SUGT1	chr13	52652440	52652940	0.738081409361588	0.721415323043177	335	131
SUGT1P1	chr9	33510916	33511416	0.0899132625208757	0.0866742380869988	574	110
SUGT1P3	chr13	40921524	40922024	0.586996588086779	0.582471368451957	971	129
SULF1	chr8	69466373	69466873	0.0261407991427282	0.0233186959621712	769	54
SULF2	chr20	47786366	47786866	0.0622998669239076	0.0541559774639064	800	106
SULT1A1	chr16	28609794	28610294	0.0491072052239156	0.0458398163216252	457	87
SULT1A2	chr16	28596820	28597320	0.0130277390922187	0.0125306024983719	263	40
SULT1A3	chr16	30198977	30199477	NA	NA	NA	NA
SULT1A4	chr16	30198977	30199477	NA	NA	NA	NA
SULT1B1	chr4	69760462	69760962	0.218875760629482	0.230460378650504	771	88
SULT1C2	chr2	108288388	108288888	0.0256936384473638	0.0241687341007191	771	64
SULT1C2P1	chr2	108321987	108322487	-0.000134076223621489	-0.000178521042362911	71	3
SULT1C3	chr2	108239741	108240241	-8.91595733681696e-05	-8.28337830557948e-05	178	5
SULT1C4	chr2	108377660	108378160	0.0263818018547697	0.0208791481154325	758	71
SULT1E1	chr4	69859902	69860402	0.00153812083169548	0.000834454831694296	357	14
SULT2A1	chr19	47886147	47886647	0.00221813430013502	0.00183039253001732	57	10
SULT2B1	chr19	48575485	48575985	-3.87259564992414e-05	-2.08145245465934e-05	101	3
SULT4A1	chr22	43862248	43862748	0.000937764807174687	0.000467157934531418	268	17
SULT6B1	chr2	37188297	37188797	0.000380789616459628	0.000587752614194884	162	5
SUMF1	chr3	4467032	4467532	0.384145468937537	0.399592853249582	1372	131
SUMF2	chr7	56063973	56064473	0.634923935545649	0.63973457221564	879	131
SUMO1	chr2	202238349	202238849	0.616709533242872	0.617143165240489	565	130
SUMO1P1	chr20	53875459	53875959	0.0424844610238694	0.0411551196549457	840	60
SUMO1P3	chr1	160317014	160317514	-0.000148435154475112	-0.000143719454154283	116	3
SUMO2	chr17	75182753	75183253	0.611345724776436	0.611663568540747	393	131
SUMO3	chr21	44817879	44818379	0.571596421180466	0.572943103722879	1121	126
SUMO4	chr6	149400108	149400608	0.00321503323170006	0.00279457169669541	299	15
SUN1	chr7	816364	816864	0.242507132401787	0.215467860966765	1113	119
SUN2	chr22	38755769	38756269	0.281790443231652	0.2846026697475	400	123
SUN3	chr7	48028869	48029369	5.84421081421932e-05	-2.54682125788153e-05	112	6
SUN5	chr20	33004183	33004683	0.00103913953203821	0.000841086506904415	122	10
SUOX	chr12	55997008	55997508	0.181005847374061	0.155743044158271	282	112
SUPT16H	chr14	21384016	21384516	0.661881070542661	0.649368979529606	532	131
SUPT20H	chr13	37059463	37059963	0.545211108502812	0.539697976180382	627	130
SUPT20HL1	chrX	24362510	24363010	NA	NA	NA	NA
SUPT20HL2	chrX	24313065	24313565	NA	NA	NA	NA
SUPT3H	chr6	45377801	45378301	0.716473964029548	0.701073729869365	535	131
SUPT4H1	chr17	58351988	58352488	0.414095327433903	0.397852334068012	785	131
SUPT5H	chr19	39445295	39445795	0.356450628699859	0.352016578687872	319	131
SUPT6H	chr17	28661947	28662447	0.73769914582218	0.73837110940047	473	131
SUPT7L	chr2	27663590	27664090	0.664858639075051	0.6729149836989	488	131
SUPV3L1	chr10	69179953	69180453	0.693434779073691	0.67846975920796	661	131
SURF1	chr9	133356235	133356735	0.107926388877513	0.10561547853011	650	123
SURF2	chr9	133356294	133356794	0.107468450630511	0.105222619407214	644	123
SURF4	chr9	133375916	133376416	0.45782520576139	0.479651521502209	591	129
SURF6	chr9	133335960	133336460	0.0939126275332014	0.0890332648660152	643	128
SUSD1	chr9	112175047	112175547	0.132955955434187	0.134774868038903	616	114
SUSD2	chr22	24181225	24181725	0.0275579672098422	0.0250705600428172	650	56
SUSD3	chr9	93058437	93058937	0.0549179850557422	0.052928202368934	696	92
SUSD4	chr1	223363952	223364452	0.0182932950865543	0.016807155971398	545	58
SUSD5	chr3	33218965	33219465	0.00141794949964871	0.00102620437178498	390	22
SUSD6	chr14	69611342	69611842	0.207100765136752	0.203614278731055	838	131
SUV39H1	chrX	48696482	48696982	0.370402952552362	0.375352628033263	446	131
SUV39H2	chr10	14878532	14879032	0.682772769757097	0.679175207110554	748	131
SUZ12	chr17	31936759	31937259	0.368068007065947	0.361733872072963	671	128
SUZ12P1	chr17	30709357	30709857	0.101157329628481	0.0984709895990307	431	64
SV2A	chr1	149917632	149918132	0.0584336691249584	0.0569040668564248	369	68
SV2B	chr15	91099629	91100129	0.0345529134217076	0.0313384381338662	657	57
SV2C	chr5	76083163	76083663	0.00959083742075849	0.0101975085605277	425	31
SVBP	chr1	42817138	42817638	0.460114161755074	0.460640500750703	593	130
SVEP1	chr9	110579630	110580130	0.0399076024373163	0.0377353103235201	748	83
SVIL	chr10	29735551	29736051	0.331931229757323	0.329233153368361	1174	122
SVIL-AS1	chr10	29409283	29409783	0.310089053081231	0.342048130839284	1074	116
SVILP1	chr10	30692023	30692523	0.000771038289904959	0.000256268530244105	537	18
SVIP	chr11	22829612	22830112	0.647928659042958	0.637631235369845	545	126
SVOPL	chr7	138663974	138664474	0.00765178895243471	0.00590411052883234	697	53
SWAP70	chr11	9663826	9664326	0.316644901515853	0.292628902510433	786	130
SWI5	chr9	128275895	128276395	0.568770394404327	0.555270839412095	460	130
SWSAP1	chr19	11374456	11374956	0.619378696076675	0.609202750542875	228	131
SWT1	chr1	185156908	185157408	0.736937473091334	0.734285211797309	625	131
SYAP1	chrX	16719333	16719833	0.674048888164605	0.667820971622608	509	131
SYBU	chr8	109648653	109649153	0.000850410146681107	0.000785874836880965	210	6
SYCE1	chr10	133568025	133568525	NA	NA	NA	NA
SYCE1L	chr16	77199146	77199646	0.0133886801116009	0.0119211198416535	105	21
SYCE2	chr19	12919022	12919522	0.0546206828706744	0.04959549328173	489	115
SYCE3	chr22	50562702	50563202	0.179114204631111	0.164757988554655	752	128
SYCN	chr19	39204016	39204516	2.5364791089642e-05	-4.12974201801264e-05	144	13
